,Disease,DiseaseCode,Year,Month,Date,Cases,AnnualTotal,RecordType,Source,SourceURL
14634,Melioidosis,,2022,11,2022-11-01,5,46,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2022en.csv
14635,Meningococcal infection (invasive),,2022,11,2022-11-01,0,0,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2022en.csv
14636,Middle East Respiratory Syndrome,,2022,11,2022-11-01,0,0,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2022en.csv
14637,Mpox (Monkeypox),,2022,11,2022-11-01,0,1,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2022en.csv
14638,Mumps,,2022,11,2022-11-01,2,31,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2022en.csv
14639,Novel influenza A infection - Influenza A (H5),,2022,11,2022-11-01,0,0,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2022en.csv
14640,Novel influenza A infection - Influenza A (H7),,2022,11,2022-11-01,0,0,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2022en.csv
14641,Novel influenza A infection - Others,,2022,11,2022-11-01,0,0,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2022en.csv
14642,Paratyphoid fever,,2022,11,2022-11-01,0,5,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2022en.csv
14643,Plague,,2022,11,2022-11-01,0,0,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2022en.csv
14644,Psittacosis,,2022,11,2022-11-01,1,10,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2022en.csv
14645,Q fever,,2022,11,2022-11-01,0,1,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2022en.csv
14646,Rabies,,2022,11,2022-11-01,0,0,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2022en.csv
14647,Relapsing fever,,2022,11,2022-11-01,0,0,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2022en.csv
14648,Rubella and congenital rubella syndrome - Congenital rubella syndrome,,2022,11,2022-11-01,0,0,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2022en.csv
14649,Rubella and congenital rubella syndrome - Rubella,,2022,11,2022-11-01,0,1,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2022en.csv
14650,Scarlet fever,,2022,11,2022-11-01,5,41,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2022en.csv
14651,Severe Acute Respiratory Syndrome,,2022,11,2022-11-01,0,0,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2022en.csv
14652,Shiga toxin-producing Escherichia coli infection,,2022,11,2022-11-01,0,1,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2022en.csv
14653,Smallpox,,2022,11,2022-11-01,0,0,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2022en.csv
14654,Streptococcus suis infection,,2022,11,2022-11-01,0,6,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2022en.csv
14655,Tetanus,,2022,11,2022-11-01,0,0,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2022en.csv
14656,Tuberculosis,,2022,11,2022-11-01,248,3200,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2022en.csv
14657,Typhoid fever,,2022,11,2022-11-01,0,15,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2022en.csv
14658,Typhus and other rickettsial diseases - Scrub typhus,,2022,11,2022-11-01,1,26,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2022en.csv
14659,Typhus and other rickettsial diseases - Spotted fever,,2022,11,2022-11-01,0,21,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2022en.csv
14660,Typhus and other rickettsial diseases - Unclassified,,2022,11,2022-11-01,1,12,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2022en.csv
14661,Typhus and other rickettsial diseases - Urban typhus,,2022,11,2022-11-01,0,4,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2022en.csv
14662,Viral haemorrhagic fever,,2022,11,2022-11-01,0,0,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2022en.csv
14663,Viral hepatitis - A,,2022,11,2022-11-01,1,22,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2022en.csv
14664,Viral hepatitis - B,,2022,11,2022-11-01,1,12,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2022en.csv
14665,Viral hepatitis - C,,2022,11,2022-11-01,1,12,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2022en.csv
14666,Viral hepatitis - D,,2022,11,2022-11-01,0,0,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2022en.csv
14667,Viral hepatitis - E,,2022,11,2022-11-01,5,56,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2022en.csv
14668,West Nile Virus Infection,,2022,11,2022-11-01,0,0,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2022en.csv
14669,Whooping cough,,2022,11,2022-11-01,1,3,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2022en.csv
14670,Yellow fever,,2022,11,2022-11-01,0,0,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2022en.csv
14671,Zika Virus Infection,,2022,11,2022-11-01,0,0,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2022en.csv
14672,Acute poliomyelitis,,2022,12,2022-12-01,0,0,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2022en.csv
14673,Amoebic dysentery,,2022,12,2022-12-01,1,14,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2022en.csv
14674,Anthrax,,2022,12,2022-12-01,0,0,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2022en.csv
14675,Bacillary dysentery,,2022,12,2022-12-01,0,7,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2022en.csv
14676,Botulism,,2022,12,2022-12-01,0,3,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2022en.csv
14677,Chickenpox,,2022,12,2022-12-01,75,1002,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2022en.csv
14678,Chikungunya fever,,2022,12,2022-12-01,0,0,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2022en.csv
14679,Cholera,,2022,12,2022-12-01,0,0,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2022en.csv
14680,Community-associated methicillin-resistant Staphylococcus aureus infection,,2022,12,2022-12-01,42,416,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2022en.csv
14681,Coronavirus disease 2019 (COVID-19),,2022,12,2022-12-01,508284,2842862,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2022en.csv
14682,Creutzfeldt-Jakob disease,,2022,12,2022-12-01,2,16,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2022en.csv
14683,Dengue fever,,2022,12,2022-12-01,4,26,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2022en.csv
14684,Diphtheria,,2022,12,2022-12-01,0,0,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2022en.csv
14685,Enterovirus 71 infection,,2022,12,2022-12-01,0,0,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2022en.csv
14686,Food poisoning - Outbreaks,,2022,12,2022-12-01,22,133,outbreaks,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2022en.csv
14687,Haemophilus influenzae type b infection (invasive),,2022,12,2022-12-01,0,0,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2022en.csv
14688,Hantavirus infection,,2022,12,2022-12-01,0,1,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2022en.csv
14689,Invasive pneumococcal disease,,2022,12,2022-12-01,6,28,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2022en.csv
14690,Japanese encephalitis,,2022,12,2022-12-01,0,0,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2022en.csv
14691,Legionnaires' disease,,2022,12,2022-12-01,3,80,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2022en.csv
14692,Leprosy,,2022,12,2022-12-01,0,6,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2022en.csv
14693,Leptospirosis,,2022,12,2022-12-01,0,3,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2022en.csv
14694,Listeriosis,,2022,12,2022-12-01,2,17,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2022en.csv
14695,Malaria,,2022,12,2022-12-01,0,196,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2022en.csv
14696,Measles,,2022,12,2022-12-01,0,3,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2022en.csv
14697,Melioidosis,,2022,12,2022-12-01,7,46,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2022en.csv
14698,Meningococcal infection (invasive),,2022,12,2022-12-01,0,0,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2022en.csv
14699,Middle East Respiratory Syndrome,,2022,12,2022-12-01,0,0,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2022en.csv
14700,Mpox (Monkeypox),,2022,12,2022-12-01,0,1,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2022en.csv
14701,Mumps,,2022,12,2022-12-01,1,31,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2022en.csv
14702,Novel influenza A infection - Influenza A (H5),,2022,12,2022-12-01,0,0,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2022en.csv
14703,Novel influenza A infection - Influenza A (H7),,2022,12,2022-12-01,0,0,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2022en.csv
14704,Novel influenza A infection - Others,,2022,12,2022-12-01,0,0,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2022en.csv
14705,Paratyphoid fever,,2022,12,2022-12-01,0,5,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2022en.csv
14706,Plague,,2022,12,2022-12-01,0,0,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2022en.csv
14707,Psittacosis,,2022,12,2022-12-01,1,10,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2022en.csv
14708,Q fever,,2022,12,2022-12-01,0,1,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2022en.csv
14709,Rabies,,2022,12,2022-12-01,0,0,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2022en.csv
14710,Relapsing fever,,2022,12,2022-12-01,0,0,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2022en.csv
14711,Rubella and congenital rubella syndrome - Congenital rubella syndrome,,2022,12,2022-12-01,0,0,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2022en.csv
14712,Rubella and congenital rubella syndrome - Rubella,,2022,12,2022-12-01,0,1,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2022en.csv
14713,Scarlet fever,,2022,12,2022-12-01,6,41,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2022en.csv
14714,Severe Acute Respiratory Syndrome,,2022,12,2022-12-01,0,0,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2022en.csv
14715,Shiga toxin-producing Escherichia coli infection,,2022,12,2022-12-01,0,1,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2022en.csv
14716,Smallpox,,2022,12,2022-12-01,0,0,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2022en.csv
14717,Streptococcus suis infection,,2022,12,2022-12-01,0,6,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2022en.csv
14718,Tetanus,,2022,12,2022-12-01,0,0,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2022en.csv
14719,Tuberculosis,,2022,12,2022-12-01,271,3200,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2022en.csv
14720,Typhoid fever,,2022,12,2022-12-01,2,15,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2022en.csv
14721,Typhus and other rickettsial diseases - Scrub typhus,,2022,12,2022-12-01,3,26,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2022en.csv
14722,Typhus and other rickettsial diseases - Spotted fever,,2022,12,2022-12-01,2,21,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2022en.csv
14723,Typhus and other rickettsial diseases - Unclassified,,2022,12,2022-12-01,1,12,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2022en.csv
14724,Typhus and other rickettsial diseases - Urban typhus,,2022,12,2022-12-01,0,4,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2022en.csv
14725,Viral haemorrhagic fever,,2022,12,2022-12-01,0,0,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2022en.csv
14726,Viral hepatitis - A,,2022,12,2022-12-01,1,22,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2022en.csv
14727,Viral hepatitis - B,,2022,12,2022-12-01,1,12,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2022en.csv
14728,Viral hepatitis - C,,2022,12,2022-12-01,1,12,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2022en.csv
14729,Viral hepatitis - D,,2022,12,2022-12-01,0,0,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2022en.csv
14730,Viral hepatitis - E,,2022,12,2022-12-01,3,56,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2022en.csv
14731,West Nile Virus Infection,,2022,12,2022-12-01,0,0,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2022en.csv
14732,Whooping cough,,2022,12,2022-12-01,0,3,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2022en.csv
14733,Yellow fever,,2022,12,2022-12-01,0,0,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2022en.csv
14734,Zika Virus Infection,,2022,12,2022-12-01,0,0,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2022en.csv
14735,Acute poliomyelitis,,2023,1,2023-01-01,0,0,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2023en.csv
14736,Amoebic dysentery,,2023,1,2023-01-01,2,14,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2023en.csv
14737,Anthrax,,2023,1,2023-01-01,0,0,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2023en.csv
14738,Bacillary dysentery,,2023,1,2023-01-01,2,11,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2023en.csv
14739,Botulism,,2023,1,2023-01-01,0,2,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2023en.csv
14740,Chickenpox,,2023,1,2023-01-01,91,1396,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2023en.csv
14741,Chikungunya fever,,2023,1,2023-01-01,0,0,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2023en.csv
14742,Cholera,,2023,1,2023-01-01,0,0,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2023en.csv
14743,Community-associated methicillin-resistant Staphylococcus aureus infection,,2023,1,2023-01-01,23,469,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2023en.csv
14744,Coronavirus disease 2019 (COVID-19),,2023,1,2023-01-01,251137,255307,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2023en.csv
14745,Creutzfeldt-Jakob disease,,2023,1,2023-01-01,1,15,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2023en.csv
14746,Dengue fever,,2023,1,2023-01-01,3,62,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2023en.csv
14747,Diphtheria,,2023,1,2023-01-01,0,0,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2023en.csv
14748,Enterovirus 71 infection,,2023,1,2023-01-01,0,0,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2023en.csv
14749,Food poisoning - Outbreaks,,2023,1,2023-01-01,40,233,outbreaks,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2023en.csv
14750,Haemophilus influenzae type b infection (invasive),,2023,1,2023-01-01,1,4,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2023en.csv
